page,weight,word,evidence,question,sentence,final
Infrared spectroscopy,-0.00,6,"{'confidence': -0.0011611970433250002, 'final': True}",190,4,True
Infrared spectroscopy,-0.01,12,"{'confidence': -0.0080963930675, 'final': False}",190,4,False
Infrared spectroscopy,-0.00,18,"{'confidence': -0.00029907155650000004, 'final': True}",190,4,True
Infrared spectroscopy,-0.00,24,"{'confidence': -0.0006988568546624999, 'final': True}",190,4,True
Infrared spectroscopy,-0.00,25,"{'confidence': -0.000543837625, 'final': True}",190,4,True
Infrared spectroscopy,-0.00,25,"{'confidence': -0.000543837625, 'final': True}",190,4,True
La description du corps humain,-0.12,5,"{'confidence': -0.12383364733999665, 'final': False}",191,0,False
Graphene,-0.00,7,"{'confidence': -5.6360935e-05, 'final': True}",191,1,True
Desiccant,-0.15,13,"{'confidence': -0.14863013280666668, 'final': False}",191,1,False
Sodium,-0.01,15,"{'confidence': -0.006625881, 'final': False}",191,1,False
Sodium-benzophenone ketyl,-0.01,7,"{'confidence': -0.005699950563436667, 'final': False}",191,2,False
Grignard reaction,-0.04,12,"{'confidence': -0.0365145782781625, 'final': False}",191,2,False
Grignard reaction,-0.07,18,"{'confidence': -0.0662130593059125, 'final': False}",191,2,False
Grignard reaction,-0.05,21,"{'confidence': -0.054640120755, 'final': False}",191,2,False
Grignard reaction,-0.17,5,"{'confidence': -0.170688355812325, 'final': False}",191,3,False
Drying of solvents,-0.01,10,"{'confidence': -0.0083342226452, 'final': False}",191,3,False
Drying of solvents,-0.17,15,"{'confidence': -0.1651227125182, 'final': False}",191,3,False
Drying of solvents,-0.06,16,"{'confidence': -0.05501479113020001, 'final': False}",191,3,False
Drying (chemistry),-0.06,6,"{'confidence': -0.0592575478652, 'final': False}",191,4,False
Drying (chemistry),-0.05,11,"{'confidence': -0.05236498611866001, 'final': False}",191,4,False
Drying of solvents,-0.00,13,"{'confidence': -0.004935853644600001, 'final': False}",191,4,False
Drying of solvents,-0.13,5,"{'confidence': -0.1332463843635, 'final': False}",191,5,False
Drying (chemistry),-0.09,10,"{'confidence': -0.08868403216172001, 'final': False}",191,5,False
Drying (chemistry),-0.02,12,"{'confidence': -0.019214746151920002, 'final': False}",191,5,False
Drying (chemistry),-0.02,7,"{'confidence': -0.023379013554779997, 'final': False}",191,6,False
Drying (chemistry),-0.06,13,"{'confidence': -0.05539759046085999, 'final': False}",191,6,False
Drying (chemistry),-0.01,18,"{'confidence': -0.013467098295000002, 'final': False}",191,6,False
Drying (chemistry),-0.01,18,"{'confidence': -0.013467098295000002, 'final': False}",191,6,False
Chemical reaction,-0.06,6,"{'confidence': -0.06375393986333333, 'final': False}",192,0,False
Stress (mechanics),-0.00,12,"{'confidence': -0.0011673470991428573, 'final': True}",192,0,True
Rate constant,-0.19,15,"{'confidence': -0.1864903635, 'final': False}",192,0,False
Rate constant,-0.36,16,"{'confidence': -0.36464672635, 'final': False}",192,0,False
Rate constant,-0.15,7,"{'confidence': -0.1488416995, 'final': False}",192,1,False
Rate constant,-0.19,14,"{'confidence': -0.1895967292, 'final': False}",192,1,False
Rate constant,-0.31,20,"{'confidence': -0.306320579, 'final': False}",192,1,False
Rate constant,-0.29,24,"{'confidence': -0.28653519665, 'final': False}",192,1,False
Reaction rate constant,-0.37,5,"{'confidence': -0.3716161514046667, 'final': False}",192,2,False
Rate constant,-0.14,12,"{'confidence': -0.1425999694, 'final': False}",192,2,False
Enzyme kinetics,-0.11,16,"{'confidence': -0.11098471620224999, 'final': False}",192,2,False
Enzyme kinetics,-0.16,5,"{'confidence': -0.15593853781, 'final': False}",192,3,False
Reaction rate,-0.55,11,"{'confidence': -0.549246728775, 'final': False}",192,3,False
Reaction rate,-0.04,7,"{'confidence': -0.0411794565455, 'final': False}",192,4,False
Enzyme kinetics,-0.03,11,"{'confidence': -0.02516813571125, 'final': False}",192,4,False
Enzyme kinetics,-0.16,15,"{'confidence': -0.16329679766625, 'final': False}",192,4,False
Reaction rate,-0.02,7,"{'confidence': -0.024726471408164998, 'final': False}",192,5,False
Enzyme activity,-0.16,12,"{'confidence': -0.16313497617499997, 'final': False}",192,5,False
Reaction rate,-0.00,18,"{'confidence': -2.486877165e-05, 'final': True}",192,5,True
Reaction rate,-0.00,18,"{'confidence': -2.486877165e-05, 'final': True}",192,5,True
Inertial forces,-0.01,7,"{'confidence': -0.006168141322400001, 'final': False}",193,0,False
Reynolds number,-0.17,12,"{'confidence': -0.16804231505626252, 'final': False}",193,0,False
Natural convection,-0.22,18,"{'confidence': -0.2247863239078833, 'final': False}",193,0,False
Grashof number,-0.00,22,"{'confidence': -0.003937446919825, 'final': False}",193,0,False
Grashof number,-0.01,7,"{'confidence': -0.005080484337324999, 'final': False}",193,1,False
Grashof number,-0.03,12,"{'confidence': -0.033863102368000005, 'final': False}",193,1,False
Gravitational force,-0.19,19,"{'confidence': -0.1872430785, 'final': False}",193,1,False
Gravity,-0.01,21,"{'confidence': -0.0053775916, 'final': False}",193,1,False
Gravity,-0.00,7,"{'confidence': -0.00017386234, 'final': True}",193,2,True
Gravity,-0.04,13,"{'confidence': -0.041676108, 'final': False}",193,2,False
Gravity,-0.08,17,"{'confidence': -0.07786692, 'final': False}",193,2,False
Pressure gradient force,-0.02,7,"{'confidence': -0.019029080406666666, 'final': False}",193,3,False
Buoyancy,-0.00,14,"{'confidence': -0.00010085765666666667, 'final': True}",193,3,True
Buoyancy,-0.00,19,"{'confidence': -1.0427211e-07, 'final': True}",193,3,True
Buoyancy,-0.00,22,"{'confidence': -0.0005837592692166666, 'final': True}",193,3,True
Buoyancy,-0.00,7,"{'confidence': -4.221485666666667e-07, 'final': True}",193,4,True
Buoyancy,-0.00,13,"{'confidence': -3.8241400000000005e-07, 'final': True}",193,4,True
Buoyancy,-0.00,19,"{'confidence': -3.426794666666666e-07, 'final': True}",193,4,True
Buoyancy,-0.00,25,"{'confidence': -4.619079766666667e-06, 'final': True}",193,4,True
Buoyancy,-0.00,29,"{'confidence': -4.778018e-06, 'final': True}",193,4,True
Buoyancy,-0.00,29,"{'confidence': -4.778018e-06, 'final': True}",193,4,True
Binary operation,-0.46,5,"{'confidence': -0.456563575, 'final': False}",194,0,False
Exponentiation,-0.05,11,"{'confidence': -0.05041861902066667, 'final': False}",194,0,False
Cube root,-0.12,19,"{'confidence': -0.11737410945, 'final': False}",194,0,False
Orbital period,-0.24,23,"{'confidence': -0.240478398875, 'final': False}",194,0,False
Mass,-0.01,7,"{'confidence': -0.007697841, 'final': False}",194,1,False
Mass,-0.00,12,"{'confidence': -1.6524515e-05, 'final': True}",194,1,True
Mass,-0.00,17,"{'confidence': -4.8425554e-06, 'final': True}",194,1,True
Mass,-0.00,18,"{'confidence': -3.7697225e-06, 'final': True}",194,1,True
Mass,-0.00,6,"{'confidence': -2.7252845e-05, 'final': True}",194,2,True
Mass,-0.00,11,"{'confidence': -1.3186812e-05, 'final': True}",194,2,True
Mass,-0.00,17,"{'confidence': -4.246537e-06, 'final': True}",194,2,True
Mass,-0.00,19,"{'confidence': -1.147242e-06, 'final': True}",194,2,True
Mass,-0.00,6,"{'confidence': -1.6240566e-06, 'final': True}",194,3,True
Mass,-0.00,12,"{'confidence': -2.1008714e-06, 'final': True}",194,3,True
Mass,-0.00,17,"{'confidence': -5.5122365e-07, 'final': True}",194,3,True
Mass,-0.00,18,"{'confidence': -9.0883464e-07, 'final': True}",194,3,True
Mass,-0.00,8,"{'confidence': -7.89631e-07, 'final': True}",194,4,True
Mass,-0.00,13,"{'confidence': -1.3856493e-06, 'final': True}",194,4,True
Mass,-0.00,18,"{'confidence': -6.704273e-07, 'final': True}",194,4,True
Mass,-0.00,7,"{'confidence': -3.1281633e-07, 'final': True}",194,5,True
Mass,-0.00,11,"{'confidence': -3.1281633e-07, 'final': True}",194,5,True
Mass,-0.00,12,"{'confidence': -1.0280384e-06, 'final': True}",194,5,True
Mass,-0.00,12,"{'confidence': -1.0280384e-06, 'final': True}",194,5,True
Einstein field equations,-0.11,5,"{'confidence': -0.10926908941732501, 'final': False}",195,0,False
Birkhoff's theorem,-0.04,11,"{'confidence': -0.040507751533866, 'final': False}",195,0,False
Birkhoff's theorem,-0.04,17,"{'confidence': -0.03795414889679, 'final': False}",195,0,False
Cosmological constant,-0.10,8,"{'confidence': -0.10255392129850001, 'final': False}",195,1,False
Friedmann equations,-0.13,15,"{'confidence': -0.1338401484031625, 'final': False}",195,1,False
Cosmological constant,-0.15,20,"{'confidence': -0.15355313595037498, 'final': False}",195,1,False
Cosmological constant,-0.03,6,"{'confidence': -0.028296247894, 'final': False}",195,2,False
Flatness problem,-0.06,12,"{'confidence': -0.05603355883333334, 'final': False}",195,2,False
Flatness problem,-0.03,18,"{'confidence': -0.028142523966666666, 'final': False}",195,2,False
Flatness problem,-0.15,22,"{'confidence': -0.14938789016666668, 'final': False}",195,2,False
Flatness problem,-0.17,6,"{'confidence': -0.17021653816666668, 'final': False}",195,3,False
Cosmological principle,-0.14,11,"{'confidence': -0.1432971653455825, 'final': False}",195,3,False
Flatness problem,-0.07,7,"{'confidence': -0.0709451002, 'final': False}",195,4,False
Flatness problem,-0.00,14,"{'confidence': -0.0022699531054433332, 'final': True}",195,4,True
Flatness problem,-0.00,19,"{'confidence': -0.002905216677, 'final': True}",195,4,True
Flatness problem,-0.11,22,"{'confidence': -0.10747661760544334, 'final': False}",195,4,False
Flatness,-0.00,7,"{'confidence': -1.9220658000000002e-06, 'final': True}",195,5,True
Flatness (cosmology),-0.04,13,"{'confidence': -0.03857551342813286, 'final': False}",195,5,False
Flatness (cosmology),-0.04,13,"{'confidence': -0.03857551342813286, 'final': False}",195,5,False
Quantum field theory,-0.09,5,"{'confidence': -0.09100104183625, 'final': False}",196,0,False
Ehrenberg-Siday-Aharonov-Bohm effect,-0.05,11,"{'confidence': -0.05355799283501429, 'final': False}",196,0,False
Ehrenberg-Siday-Aharonov-Bohm effect,-0.07,16,"{'confidence': -0.06979541047943501, 'final': False}",196,0,False
Magnetic field,-0.06,20,"{'confidence': -0.05758349895713333, 'final': False}",196,0,False
Magnetic field,-0.17,7,"{'confidence': -0.16869469010544336, 'final': False}",196,1,False
Magnetic vector potential,-0.17,12,"{'confidence': -0.1683668137154875, 'final': False}",196,1,False
Magnetic field,-0.00,16,"{'confidence': -0.0003560379888, 'final': True}",196,1,True
Magnetic field,-0.01,19,"{'confidence': -0.007086877250000001, 'final': False}",196,1,False
Magnetic field,-0.01,7,"{'confidence': -0.006672249882216667, 'final': False}",196,2,False
Magnetic field,-0.03,12,"{'confidence': -0.03235750110643334, 'final': False}",196,2,False
Magnetic vector potential,-0.00,15,"{'confidence': -3.94712202125e-05, 'final': True}",196,2,True
Magnetic vector potential,-0.00,6,"{'confidence': -2.6484864875e-06, 'final': True}",196,3,True
Magnetic vector potential,-0.00,13,"{'confidence': -1.1882415375e-06, 'final': True}",196,3,True
Magnetic vector potential,-0.00,14,"{'confidence': -6.816259875e-07, 'final': True}",196,3,True
Magnetic vector potential,-0.00,7,"{'confidence': -7.3868323249999996e-06, 'final': True}",196,4,True
Magnetic vector potential,-0.00,12,"{'confidence': -8.78747495e-06, 'final': True}",196,4,True
Magnetic vector potential,-0.00,12,"{'confidence': -8.78747495e-06, 'final': True}",196,4,True
Integer,-0.00,5,"{'confidence': -2.5345586e-05, 'final': False}",197,0,False
Classes,-0.11,10,"{'confidence': -0.10545134, 'final': False}",197,0,False
Graphs (mathematics),-0.11,15,"{'confidence': -0.11075050989594998, 'final': False}",197,0,False
Polytopes,-0.40,20,"{'confidence': -0.40493500108676667, 'final': False}",197,0,False
Graphs (mathematics),-0.10,5,"{'confidence': -0.09556665183716667, 'final': False}",197,1,False
Electrical networks,-0.02,11,"{'confidence': -0.022964899666666667, 'final': False}",197,1,False
Electrical networks,-0.02,6,"{'confidence': -0.01646907133333333, 'final': False}",197,2,False
Electrical networks,-0.01,11,"{'confidence': -0.013618540833333333, 'final': False}",197,2,False
Electrical networks,-0.00,13,"{'confidence': -0.004295581166666667, 'final': False}",197,2,False
Electrical networks,-0.00,5,"{'confidence': -0.0021913511333333333, 'final': True}",197,3,True
Electrical networks,-0.01,12,"{'confidence': -0.010013777733333333, 'final': False}",197,3,False
Electrical networks,-0.00,18,"{'confidence': -0.0011391876, 'final': True}",197,3,True
Electrical networks,-0.00,22,"{'confidence': -0.0006645233, 'final': True}",197,3,True
Electrical networks,-0.00,6,"{'confidence': -0.0044573998, 'final': False}",197,4,False
Electrical networks,-0.04,11,"{'confidence': -0.03849971343333333, 'final': False}",197,4,False
Electrical networks,-0.01,16,"{'confidence': -0.006140516466666667, 'final': False}",197,4,False
Electrical networks,-0.03,21,"{'confidence': -0.031604992, 'final': False}",197,4,False
Electrical networks,-0.06,24,"{'confidence': -0.06050163943333333, 'final': False}",197,4,False
Electrical networks,-0.06,24,"{'confidence': -0.06050163943333333, 'final': False}",197,4,False
Immutability (object-oriented programming),-0.32,6,"{'confidence': -0.3162696192214563, 'final': False}",198,0,False
Cooperative game theory,-0.04,12,"{'confidence': -0.03891419338925, 'final': False}",198,0,False
Magic Square,-0.69,19,"{'confidence': -0.6945466, 'final': False}",198,0,False
Determinant,-0.07,29,"{'confidence': -0.066996489515, 'final': False}",198,0,False
Determinant,-0.09,30,"{'confidence': -0.09284211740000001, 'final': False}",198,0,False
Nash equilibrium,-0.18,5,"{'confidence': -0.1799710919966667, 'final': False}",198,1,False
Determinant,-0.37,11,"{'confidence': -0.36776119357500003, 'final': False}",198,1,False
Determinant,-0.41,20,"{'confidence': -0.4095930235, 'final': False}",198,1,False
Quantum entanglement,-0.10,26,"{'confidence': -0.10339278081093, 'final': False}",198,1,False
Quantum entanglement,-0.09,28,"{'confidence': -0.09231732519979999, 'final': False}",198,1,False
Quantum entanglement,-0.00,5,"{'confidence': -0.0044548137621999995, 'final': False}",198,2,False
Quantum entanglement,-0.00,10,"{'confidence': -0.00038438027433, 'final': True}",198,2,True
Quantum entanglement,-0.00,15,"{'confidence': -0.0046184395394, 'final': False}",198,2,False
Quantum entanglement,-0.00,19,"{'confidence': -0.00025858664013, 'final': True}",198,2,True
Quantum entanglement,-0.00,6,"{'confidence': -0.000323871375266, 'final': True}",198,3,True
Quantum entanglement,-0.00,11,"{'confidence': -0.0027105694721459997, 'final': True}",198,3,True
Quantum entanglement,-0.01,7,"{'confidence': -0.0053894602926300005, 'final': False}",198,4,False
Quantum entanglement,-0.00,12,"{'confidence': -0.0012761143249999999, 'final': True}",198,4,True
Quantum entanglement,-0.01,17,"{'confidence': -0.0050549321645, 'final': False}",198,4,False
Quantum entanglement,-0.00,22,"{'confidence': -0.001271900633588, 'final': True}",198,4,True
Quantum entanglement,-0.00,22,"{'confidence': -0.001271900633588, 'final': True}",198,4,True
Ising model,-0.19,7,"{'confidence': -0.18614194652333335, 'final': False}",199,0,False
Phase transition,-0.22,11,"{'confidence': -0.22336420499999998, 'final': False}",199,0,False
Phase transitions,-0.02,13,"{'confidence': -0.01778099979, 'final': False}",199,0,False
Phase transitions,-0.10,4,"{'confidence': -0.09958316749999999, 'final': False}",199,1,False
Phase transitions,-0.07,7,"{'confidence': -0.068342793, 'final': False}",199,1,False
Phase transition,-0.03,5,"{'confidence': -0.0331327311, 'final': False}",199,2,False
Phase transitions,-0.24,12,"{'confidence': -0.2406132854, 'final': False}",199,2,False
Phase transition,-0.31,18,"{'confidence': -0.30713983, 'final': False}",199,2,False
Phase transitions,-0.02,22,"{'confidence': -0.01940208109, 'final': False}",199,2,False
Phase transition,-0.03,23,"{'confidence': -0.02951873145, 'final': False}",199,2,False
Phase transition,-0.34,5,"{'confidence': -0.340007460129, 'final': False}",199,3,False
Phase transition,-0.00,9,"{'confidence': -1.545168145e-05, 'final': True}",199,3,True
Phase transition,-0.00,13,"{'confidence': -0.0005281136874999999, 'final': True}",199,3,True
Phase transition,-0.00,16,"{'confidence': -3.4166658e-05, 'final': True}",199,3,True
Phase transition,-0.00,6,"{'confidence': -5.2001665e-06, 'final': True}",199,4,True
Phase transition,-0.00,13,"{'confidence': -1.44525115e-06, 'final': True}",199,4,True
Phase transition,-0.00,16,"{'confidence': -1.08764015e-06, 'final': True}",199,4,True
Phase transition,-0.00,16,"{'confidence': -1.08764015e-06, 'final': True}",199,4,True
Fermi gas,-0.00,8,"{'confidence': -0.0032579140234125, 'final': False}",200,0,False
Fermi energy,-0.11,14,"{'confidence': -0.1131864690444125, 'final': False}",200,0,False
Density,-0.60,22,"{'confidence': -0.5985307, 'final': False}",200,0,False
Density,-0.03,30,"{'confidence': -0.026939206, 'final': False}",200,0,False
Density,-0.28,32,"{'confidence': -0.2829083, 'final': False}",200,0,False
Density,-0.02,8,"{'confidence': -0.023398867, 'final': False}",200,1,False
Momentum,-0.25,13,"{'confidence': -0.25166074092525, 'final': False}",200,1,False
Energy,-0.14,17,"{'confidence': -0.13999909, 'final': False}",200,1,False
Momentum,-0.12,7,"{'confidence': -0.11728175601, 'final': False}",200,2,False
Momentum,-0.00,12,"{'confidence': -0.004355388, 'final': False}",200,2,False
Momentum,-0.00,19,"{'confidence': -5.140192e-07, 'final': True}",200,2,True
Momentum,-0.00,7,"{'confidence': -5.73621e-07, 'final': True}",200,3,True
Momentum,-0.00,12,"{'confidence': -0.00030284755, 'final': True}",200,3,True
Momentum,-0.00,18,"{'confidence': -5.73621e-07, 'final': True}",200,3,True
Momentum,-0.00,7,"{'confidence': -1.3484448e-06, 'final': True}",200,4,True
Momentum,-0.00,11,"{'confidence': -8.120283e-07, 'final': True}",200,4,True
Momentum,-0.00,17,"{'confidence': -8.120283e-07, 'final': True}",200,4,True
Momentum,-0.00,21,"{'confidence': -1.4676484e-06, 'final': True}",200,4,True
Momentum,-0.00,23,"{'confidence': -9.3123195e-07, 'final': True}",200,4,True
Momentum,-0.00,23,"{'confidence': -9.3123195e-07, 'final': True}",200,4,True
Oliver Heaviside,-0.20,8,"{'confidence': -0.19812986507105596, 'final': False}",201,0,False
Ising model,-0.04,16,"{'confidence': -0.03650159798, 'final': False}",201,0,False
Leonhard Euler,-0.02,20,"{'confidence': -0.017494801333333334, 'final': False}",201,0,False
Leonhard Euler,-0.01,22,"{'confidence': -0.013634578741216668, 'final': False}",201,0,False
Leonhard Euler,-0.01,8,"{'confidence': -0.013381616222, 'final': False}",201,1,False
Coriolis effect,-0.24,12,"{'confidence': -0.236483531606825, 'final': False}",201,1,False
Euler's laws of motion,-0.03,14,"{'confidence': -0.026834721195166666, 'final': False}",201,1,False
Coriolis force,-0.11,7,"{'confidence': -0.10713983990775, 'final': False}",201,2,False
Coriolis effect,-0.21,13,"{'confidence': -0.21042804999999998, 'final': False}",201,2,False
Coriolis effect,-0.02,7,"{'confidence': -0.0157740384790825, 'final': False}",201,3,False
Leonhard Euler,-0.27,13,"{'confidence': -0.2710978693711167, 'final': False}",201,3,False
Euler's laws of motion,-0.06,17,"{'confidence': -0.05537335951076666, 'final': False}",201,3,False
Leonhard Euler,-0.17,23,"{'confidence': -0.16550737905500001, 'final': False}",201,3,False
Leonhard Euler,-0.01,25,"{'confidence': -0.010548170407233333, 'final': False}",201,3,False
Leonhard Euler,-0.02,8,"{'confidence': -0.018971440407883334, 'final': False}",201,4,False
Leonhard Euler,-0.02,14,"{'confidence': -0.017158809075100003, 'final': False}",201,4,False
Leonhard Euler,-0.00,18,"{'confidence': -0.00152736707455, 'final': True}",201,4,True
Leonhard Euler,-0.00,19,"{'confidence': -0.0003962526733333333, 'final': True}",201,4,True
Leonhard Euler,-0.00,19,"{'confidence': -0.0003962526733333333, 'final': True}",201,4,True
Feedback,-0.17,7,"{'confidence': -0.16550694, 'final': False}",202,0,False
Sallen–Key topology,-0.03,12,"{'confidence': -0.03114681345685799, 'final': False}",202,0,False
Quality factor,-0.02,17,"{'confidence': -0.0206822017675, 'final': False}",202,0,False
Quality factor,-0.06,23,"{'confidence': -0.062262516285, 'final': False}",202,0,False
Resonance,-0.07,28,"{'confidence': -0.07140019581333333, 'final': False}",202,0,False
Resonance,-0.02,7,"{'confidence': -0.018737679201883333, 'final': False}",202,1,False
Resonance,-0.00,12,"{'confidence': -0.000654301278, 'final': True}",202,1,True
Resonance,-0.00,17,"{'confidence': -6.844215233333333e-06, 'final': True}",202,1,True
Resonance,-0.00,19,"{'confidence': -0.001094280573, 'final': True}",202,1,True
Resonance,-0.00,6,"{'confidence': -7.250934666666668e-07, 'final': True}",202,2,True
Resonance,-0.00,12,"{'confidence': -1.3608463166666669e-06, 'final': True}",202,2,True
Resonance,-0.00,19,"{'confidence': -1.7581917666666668e-06, 'final': True}",202,2,True
Resonance,-0.00,21,"{'confidence': -1.4403154333333335e-06, 'final': True}",202,2,True
Resonance,-0.00,6,"{'confidence': -1.8227294500000002e-06, 'final': True}",202,3,True
Resonance,-0.00,12,"{'confidence': -4.866861333333333e-07, 'final': True}",202,3,True
Resonance,-0.00,18,"{'confidence': -3.2774788333333336e-07, 'final': True}",202,3,True
Resonance,-0.00,18,"{'confidence': -3.2774788333333336e-07, 'final': True}",202,3,True
Integer,-0.14,4,"{'confidence': -0.13521875, 'final': False}",203,0,False
Cosmic ray,-0.21,11,"{'confidence': -0.21130639112566665, 'final': False}",203,0,False
Neutron,-0.00,16,"{'confidence': -6.593076665e-05, 'final': True}",203,0,True
Neutron,-0.00,17,"{'confidence': -2.9352969e-06, 'final': True}",203,0,True
Neutron,-0.00,6,"{'confidence': -6.265633150000001e-05, 'final': True}",203,1,True
Neutron,-0.04,13,"{'confidence': -0.03970776233, 'final': False}",203,1,False
Alpha particle,-0.00,18,"{'confidence': -2.7564915e-06, 'final': True}",203,1,True
Alpha particle,-0.00,6,"{'confidence': -4.067731665e-06, 'final': True}",203,2,True
Alpha particle,-0.00,13,"{'confidence': -3.2929078499999997e-06, 'final': True}",203,2,True
Alpha particle,-0.00,19,"{'confidence': -5.676981164999999e-06, 'final': True}",203,2,True
Alpha particle,-0.00,25,"{'confidence': -0.0038267783425, 'final': False}",203,2,False
Alpha particle,-0.00,4,"{'confidence': -0.00029240034465, 'final': True}",203,3,True
Alpha particle,-0.00,9,"{'confidence': -4.32019975e-07, 'final': True}",203,3,True
Alpha particle,-0.00,14,"{'confidence': -3.2333061e-06, 'final': True}",203,3,True
Alpha particle,-0.00,19,"{'confidence': -0.0017347490645, 'final': True}",203,3,True
Alpha particle,-0.00,6,"{'confidence': -0.0006036062893, 'final': True}",203,4,True
Alpha particle,-0.00,11,"{'confidence': -1.9361265e-07, 'final': True}",203,4,True
Alpha particle,-0.00,11,"{'confidence': -1.9361265e-07, 'final': True}",203,4,True
Maslow's hierarchy of needs,-0.20,4,"{'confidence': -0.19999594031173337, 'final': False}",204,0,False
Chomsky hierarchy,-0.08,10,"{'confidence': -0.0804676992615, 'final': False}",204,0,False
Willa Cather,-0.30,16,"{'confidence': -0.29789883682499996, 'final': False}",204,0,False
Andrey Markov,-0.36,21,"{'confidence': -0.35817157465316246, 'final': False}",204,0,False
Fredholm integral equation,-0.25,27,"{'confidence': -0.2509171197281625, 'final': False}",204,0,False
John von Neumann,-0.61,28,"{'confidence': -0.60623897640725, 'final': False}",204,0,False
Ising model,-0.02,6,"{'confidence': -0.02217136154121667, 'final': False}",204,1,False
Bogoliubov–Born–Green–Kirkwood–Yvon hierarchy,-0.05,12,"{'confidence': -0.04986168640830294, 'final': False}",204,1,False
BBGKY hierarchy,-0.13,17,"{'confidence': -0.1302678700446625, 'final': False}",204,1,False
Boltzmann equation,-0.08,7,"{'confidence': -0.0843100995484, 'final': False}",204,2,False
Boltzmann equation,-0.07,14,"{'confidence': -0.07379923896400001, 'final': False}",204,2,False
Boltzmann's equation,-0.22,20,"{'confidence': -0.21835063030500002, 'final': False}",204,2,False
Max Planck,-0.33,6,"{'confidence': -0.32623308, 'final': False}",204,3,False
Boltzmann constant,-0.05,12,"{'confidence': -0.053862108811666, 'final': False}",204,3,False
Ludwig Boltzmann,-0.01,17,"{'confidence': -0.008723650089, 'final': False}",204,3,False
Ludwig Boltzmann,-0.09,7,"{'confidence': -0.0895537875, 'final': False}",204,4,False
Ludwig Boltzmann,-0.00,12,"{'confidence': -3.6207801083333333e-06, 'final': True}",204,4,True
Ludwig Boltzmann,-0.00,19,"{'confidence': -1.0427210833333334e-07, 'final': True}",204,4,True
Ludwig Boltzmann,-0.00,22,"{'confidence': -1.0427210833333334e-07, 'final': True}",204,4,True
Ludwig Boltzmann,-0.00,22,"{'confidence': -1.0427210833333334e-07, 'final': True}",204,4,True
Eurovision Song Contest 2015,-0.00,6,"{'confidence': -0.00011812870994285712, 'final': False}",205,0,False
Eurovision Song Contest 2015,-0.00,10,"{'confidence': -0.002149838290942857, 'final': True}",205,0,True
Eurovision Song Contest 2015,-0.00,14,"{'confidence': -0.00032005501023571426, 'final': True}",205,0,True
Underhanded C Contest,-0.01,20,"{'confidence': -0.011736434754530001, 'final': False}",205,0,False
Underhanded C Contest,-0.06,24,"{'confidence': -0.05730635527283, 'final': False}",205,0,False
C (programming language),-0.01,7,"{'confidence': -0.0069073022911, 'final': False}",205,1,False
C (programming language),-0.20,13,"{'confidence': -0.19812701141474, 'final': False}",205,1,False
C (programming language),-0.00,20,"{'confidence': -3.01577802e-06, 'final': True}",205,1,True
C (programming language),-0.00,5,"{'confidence': -7.15510658e-06, 'final': True}",205,2,True
C (programming language),-0.00,11,"{'confidence': -0.00020722509829, 'final': True}",205,2,True
C (programming language),-0.00,13,"{'confidence': -1.5880813618e-05, 'final': True}",205,2,True
C (programming language),-0.00,3,"{'confidence': -2.0052943986e-05, 'final': True}",205,3,True
C (programming language),-0.00,6,"{'confidence': -0.00012334494532000002, 'final': True}",205,4,True
C (programming language),-0.00,13,"{'confidence': -0.00018261521313, 'final': True}",205,4,True
C (programming language),-0.00,16,"{'confidence': -2.24391565e-06, 'final': True}",205,4,True
C (programming language),-0.00,17,"{'confidence': -6.927525266e-05, 'final': True}",205,4,True
C (programming language),-0.00,6,"{'confidence': -1.7892394829999998e-05, 'final': True}",205,5,True
C (programming language),-0.00,10,"{'confidence': -2.95913769e-06, 'final': True}",205,5,True
C (programming language),-0.00,16,"{'confidence': -6.58292897e-06, 'final': True}",205,5,True
C (programming language),-0.00,18,"{'confidence': -4.54158501e-06, 'final': True}",205,5,True
C (programming language),-0.00,18,"{'confidence': -4.54158501e-06, 'final': True}",205,5,True
Non-differentiable function,-0.18,5,"{'confidence': -0.18047162979626002, 'final': False}",206,0,False
Continuity,-0.00,11,"{'confidence': -0.003125991156325, 'final': False}",206,0,False
Continuity,-0.05,17,"{'confidence': -0.054467575, 'final': False}",206,0,False
Convex function,-0.00,20,"{'confidence': -4.28834559e-05, 'final': True}",206,0,True
Convex function,-0.00,8,"{'confidence': -0.0003205607877333333, 'final': True}",206,1,True
Convex function,-0.00,15,"{'confidence': -0.0013850999371666664, 'final': True}",206,1,True
Convex function,-0.00,23,"{'confidence': -0.00018866893666666666, 'final': True}",206,1,True
Convex function,-0.00,29,"{'confidence': -0.0011969265803333333, 'final': True}",206,1,True
Convex function,-0.00,34,"{'confidence': -5.8508511333333336e-06, 'final': True}",206,1,True
Convex function,-0.00,37,"{'confidence': -1.3082540333333333e-05, 'final': True}",206,1,True
Convex function,-0.00,6,"{'confidence': -1.0499793666666666e-05, 'final': True}",206,2,True
Convex function,-0.00,13,"{'confidence': -0.00016519314933333333, 'final': True}",206,2,True
Convex function,-0.00,18,"{'confidence': -0.00032605269499999995, 'final': True}",206,2,True
Convex function,-0.00,22,"{'confidence': -0.00023159876133333333, 'final': True}",206,2,True
Convex function,-0.00,24,"{'confidence': -0.0009124134000000001, 'final': True}",206,2,True
Convexity,-0.18,6,"{'confidence': -0.18283633975333333, 'final': False}",206,3,False
